,rec1,rec2,rec3,rec4,rec5
4874,13509,6268,2726,14514,5020
4875,1951,4305,13619,16692,3660
4876,4279,10305,6657,5838,6300
4877,5481,10122,9881,865,9328
4878,11550,4935,16908,16031,15748
4879,12575,6093,1951,8058,2939
4880,7501,6590,4428,10201,11342
4881,4475,7514,11804,15243,16611
4882,6386,11333,15674,5242,9673
4883,1781,13509,7021,6268,15842
4884,8079,11333,17219,12694,203
4885,6386,16092,11333,12490,7617
4886,13509,4466,6268,16418,14514
4887,7067,11298,15372,4279,10250
4888,13509,6268,14514,5020,8897
4889,3174,13265,12934,17083,2455
4890,12575,14442,2939,16692,14136
4891,6120,5615,9475,13596,1455
4892,1833,9115,10951,15821,11025
4893,1833,11333,12490,8665,8062
4894,6386,3138,2081,10377,9095
4895,13509,6268,14514,5020,16932
4896,11086,15068,12332,567,15785
4897,16220,9167,7004,6491,2352
4898,4475,11804,16673,16611,4965
4899,6632,16220,9425,16514,11316
4900,10419,3300,11079,13121,4447
4901,13135,13614,4521,3059,10603
4902,1951,4305,16019,16487,10234
4903,11096,6135,11333,12490,5242
4904,16092,3193,12639,5741,12686
4905,9458,2851,444,15379,6850
4906,7067,13145,10769,15372,14006
4907,16092,3193,12639,10638,11342
4908,14761,2859,2858,7512,4867
4909,13509,13034,6268,14514,6541
4910,5253,12273,7564,15190,14800
4911,15951,12795,5404,16695,3763
4912,13881,8696,3729,3684,14767
4913,7067,13145,16254,14006,15797
4914,1781,13509,7021,6268,7314
4915,4254,7147,2435,14371,14136
4916,16920,6300,16254,13145,11298
4917,13509,15265,4490,14165,5950
4918,7602,9980,6300,13145,7067
4919,8449,13575,11527,200,17041
4920,16254,4920,14006,14371,4318
4921,1011,9230,2361,8333,7021
4922,6988,12339,16993,15236,4239
4923,1951,2939,4305,16019,16487
4924,5027,15951,232,3763,148
4925,6386,3138,16259,16706,10377
4926,6886,7821,7501,7831,574
4927,13963,3138,3763,8126,10377
4928,1833,7120,15482,10149,7119
4929,6386,5391,3763,10377,12694
4930,7049,1765,4428,10201,11342
4931,10605,15478,4001,9324,9163
4932,9377,306,2851,3809,1138
4933,16857,2771,3820,2101,13593
4934,16092,8063,11638,13417,3903
4935,17259,16031,3181,4239,6445
4936,1072,1279,4318,7602,5643
4937,13963,5253,8126,13088,6657
4938,15038,13988,3463,7637,13909
4939,11333,2032,12490,8665,9204
4940,5370,6268,12639,10515,8084
4941,13509,6268,14514,15526,5020
4942,6386,3138,13955,16706,10377
4943,6277,11269,5976,4943,13036
4944,5027,9333,13248,15488,354
4945,6829,14791,11606,1871,15227
4946,5404,629,8665,12558,9204
4947,12575,8058,6093,1951,2939
4948,5640,7346,14513,11620,12408
4949,13963,6386,3138,3763,14973
4950,14496,13509,16667,11060,6268
4951,12575,14442,2939,14136,5547
4952,6277,11269,5976,4943,13036
4953,13433,1765,4428,8089,13551
4954,10886,4935,1415,11728,15748
4955,13509,6856,6268,14514,5550
4956,13509,7182,6268,10795,14485
4957,13509,14925,6268,14514,5020
4958,1951,2939,4305,16019,1703
4959,9377,9458,2851,14251,7119
4960,16350,11790,4428,11342,12686
4961,3100,5404,15123,7152,16830
4962,12795,5027,16695,3763,9680
4963,10769,3662,6810,14006,4318
4964,16092,12649,12651,14392,14911
4965,4966,4475,3802,11544,13208
4966,5027,3802,11544,4965,3763
4967,12795,3763,354,5724,148
4968,629,393,2841,9073,4102
4969,5253,629,12273,7564,393
4970,16331,12129,5095,6300,7147
4971,15434,16222,12905,10539,15600
4972,6632,3463,13988,15038,11316
4973,1611,10114,15506,17667,6849
4974,10114,1611,11103,1593,9136
4975,1951,14058,8042,1765,4428
4976,6386,3138,10377,9673,14065
4977,16138,8967,7049,8419,7870
4978,6386,16092,11333,12490,15674
4979,13609,3715,8964,6300,16254
4980,6386,3138,2022,10377,9673
4981,11576,5457,15796,4998,7654
4982,16234,17273,9660,2368,10419
4983,15888,16092,16385,13417,7371
4984,13986,9027,4467,13025,12890
4985,6386,4543,3138,4107,7501
4986,13509,9739,10808,6268,10502
4987,15799,8967,3151,4428,13551
4988,5404,16830,7111,7116,6052
4989,4475,7557,16350,7111,15526
4990,15123,3100,5404,16830,3217
4991,13479,4475,7557,3620,16350
4992,16138,8892,9615,15799,10039
4993,13509,1138,5370,17004,13941
4994,13509,10430,4993,5370,13941
4995,13509,4993,5370,6268,9204
4996,16234,5107,2368,9310,16092
4997,6386,88,3138,16706,10377
4998,17649,16853,11576,16259,15140
4999,11563,15372,14371,7560,15737
5000,11333,5391,9362,16036,10377
5001,12659,3686,5584,11638,13210
5002,17259,16031,3181,4239,6445
5003,7147,9881,7067,15372,14006
5004,10123,595,9972,11657,4789
5005,6886,16234,11496,11333,9577
5006,13698,4198,5207,1048,5280
5007,1951,12575,4305,16019,4428
5008,16254,15372,14006,17522,4279
5009,7208,4879,5902,28,6300
5010,9280,9167,12001,8696,11991
5011,15888,16092,16385,13417,7119
5012,1833,2368,16092,2851,7119
5013,17119,14721,8522,12996,6418
5014,1833,7120,15482,10149,7119
5015,1833,11333,12490,8665,12558
5016,1833,15482,7120,10149,7119
5017,11473,10517,8380,1611,17667
5018,13145,15797,7602,5643,10305
5019,6386,11333,12490,4389,15674
5020,13509,4475,10349,1688,4564
5021,16254,9881,15372,11298,10250
5022,16138,4428,8089,10201,11342
5023,6632,16220,11316,13824,8951
5024,16254,9881,7067,10769,15372
5025,6386,3138,10377,736,9673
5026,16784,6632,9722,6179,11316
5027,4475,3763,9680,354,11606
5028,15888,16092,16385,17019,7119
5029,10718,8693,479,8055,11951
5030,11387,15067,10966,17682,10309
5031,14838,3981,16857,5548,2771
5032,6386,17062,3138,10377,9673
5033,5027,16695,3763,9680,148
5034,6386,12575,10526,4817,9673
5035,1913,7067,9881,13145,11298
5036,13509,216,11121,3077,6268
5037,10977,5288,14941,1808,10944
5038,4825,9722,11316,2435,8951
5039,5253,12273,2841,6074,14624
5040,3964,14449,16385,13417,7765
5041,13986,9027,4467,13025,12890
5042,17273,7621,3423,14655,16019
5043,13507,12850,12910,10920,4428
5044,5404,3100,15123,16830,3217
5045,7495,15808,16027,2778,69
5046,6135,4164,4430,15479,12694
5047,5027,5404,16695,3763,9680
5048,12273,7564,15190,6074,5054
5049,13408,8466,4146,14071,5570
5050,14496,13509,17610,16667,6268
5051,17342,3138,17377,4428,9673
5052,12575,9458,2939,306,2913
5053,1781,13509,11881,3983,7021
5054,13193,12273,5048,6074,14624
5055,7152,7880,616,13807,2759
5056,9377,14654,2851,2403,12079
5057,5404,3763,148,15632,5381
5058,8786,7704,13126,13164,1354
5059,9777,4057,10054,930,10056
5060,5027,16890,726,654,12479
5061,13963,6386,3138,10377,14973
5062,2530,16789,17655,16676,12941
5063,6386,3138,2851,10377,9673
5064,5027,6386,17342,17377,9119
5065,13698,9660,724,12490,1048
5066,16695,16830,7397,5327,3278
5067,11367,13330,12694,3435,5381
5068,5253,13193,13609,12273,2841
5069,8967,16008,4428,12686,11342
5070,6386,4430,3138,10377,12694
5071,11269,7976,6277,8344,8464
5072,13145,9881,7147,11298,14006
5073,10445,18,13570,5515,9670
5074,6632,4154,11316,14376,14941
5075,1833,11333,12490,8665,12558
5076,12575,9289,3745,13135,2939
5077,11513,3802,11544,4965,16555
5078,1781,13509,7021,6268,15842
5079,1781,11583,12706,7021,15842
5080,6386,3138,11333,12490,15674
5081,13509,11121,3077,9852,6268
5082,12659,3686,11638,5584,13210
5083,9333,15478,9324,9890,16392
5084,11432,9660,11333,12281,4120
5085,9615,16138,4428,13551,12686
5086,13509,10277,6268,14514,5020
5087,1781,8412,7021,5889,15842
5088,11804,10006,13509,16835,6268
5089,1138,15842,8402,14514,5020
5090,3584,1138,3585,8402,7903
5091,4428,12686,11342,9707,16665
5092,13018,1138,4428,12686,11342
5093,12575,14442,6093,4254,2939
5094,13963,2220,8126,6782,12587
5095,9377,15619,7152,16830,16331
5096,3138,10377,16321,14973,9673
5097,17273,1781,15799,15638,9147
5098,12575,3745,9289,1951,2939
5099,12575,9268,3745,9289,2939
5100,1833,15482,7120,10149,7119
5101,12575,2939,4521,3059,4857
5102,15596,9333,14716,15478,4521
5103,13145,10769,14006,10250,14371
5104,6386,3138,3760,10377,9673
5105,7138,7139,15008,13361,6595
5106,5027,232,3763,9680,148
5107,16234,2368,5481,2949,16385
5108,1833,2368,16092,2851,7119
5109,1584,16963,15724,13577,14721
5110,6981,9119,7476,14525,13350
5111,10039,9780,10334,5571,8364
5112,1951,12575,2939,4305,16019
5113,13509,6268,16350,14514,5020
5114,7067,16568,7324,6657,13661
5115,8214,15979,12923,9657,12249
5116,16032,679,12601,1820,10257
5117,16254,15372,14006,14371,9920
5118,1951,10603,4305,16692,3660
5119,9011,5640,12339,6988,16270
5120,10605,14136,16392,3994,10278
5121,8892,7049,8042,4428,12686
5122,11307,6386,3138,14136,2707
5123,16857,16092,13593,11403,14289
5124,14780,4587,10710,14837,6298
5125,10114,10039,14721,11103,9213
5126,10114,17667,6849,16953,7017
5127,15734,2236,12573,14055,4847
5128,1951,13317,3660,16692,6832
5129,9383,6497,10616,2671,12481
5130,16092,14392,15602,15363,15888
5131,11333,12620,12490,900,3667
5132,7067,10769,15372,11298,10250
5133,16695,232,3763,148,1546
5134,10114,15506,1611,17667,6849
5135,2530,8058,17655,16676,12941
5136,9881,7067,15372,14006,14371
5137,7147,16254,13145,9881,10769
5138,12575,6386,2939,3138,12996
5139,16853,9193,7327,2253,16259
5140,6386,3138,13955,2391,11170
5141,3763,11606,3278,148,1546
5142,10377,148,14973,16321,9673
5143,4772,14136,12639,4428,11342
5144,8892,16138,15799,9615,15638
5145,13408,14937,4146,8723,15678
5146,6386,6506,9152,15674,5242
5147,13457,15867,17534,2277,4120
5148,793,6260,11299,16027,5988
5149,12575,16789,4261,13614,13135
5150,1833,15482,7120,10149,7119
5151,10581,1689,15062,8493,12773
5152,4171,15053,148,16321,14973
5153,6386,9193,3138,10377,3456
5154,7067,16963,15724,13577,12830
5155,5404,148,15632,5381,7574
5156,13145,15372,10250,4318,7602
5157,5983,12447,13067,10734,8050
5158,6277,1243,13453,16807,8956
5159,3100,5404,15123,16830,3217
5160,779,6386,3138,2851,10377
5161,9304,2512,11553,10176,16949
5162,12795,629,3763,393,148
5163,17145,4428,12686,11342,5043
5164,14006,10250,9920,5573,7602
5165,6386,3138,3763,8126,10377
5166,15888,16092,16385,13417,7119
5167,6386,6886,3138,7501,12357
5168,1833,2851,17559,7119,5282
5169,6386,3138,10377,9673,12867
5170,15506,14517,14857,1593,16269
5171,3763,14758,148,1871,5381
5172,5027,15951,3763,9680,148
5173,12694,11908,17141,12421,6382
5174,12795,232,3763,9680,11606
5175,13193,13736,15190,16043,2841
5176,560,10121,5481,9032,12608
5177,13963,6386,148,14973,16321
5178,12795,16695,2022,3763,3278
5179,16254,7067,14006,10250,14371
5180,10250,12727,13661,14824,6300
5181,1833,15482,6156,14411,6305
5182,1833,7111,3657,9899,7109
5183,1833,7120,15482,10149,7119
5184,13412,13193,142,12335,14551
5185,5027,5404,232,3763,9680
5186,16784,13892,4825,15697,10555
5187,16695,3763,9429,11606,148
5188,10609,3763,11916,148,8798
5189,16963,10039,15724,17377,5571
5190,6386,16890,3138,726,7501
5191,7863,8231,16027,14391,15842
5192,14449,3964,16234,16385,15321
5193,13135,13614,4521,3059,10603
5194,13509,6268,14514,5020,8225
5195,4373,1951,15102,5854,3585
5196,4373,1951,15102,5854,8897
5197,4825,16784,13892,15697,10555
5198,11096,6135,2036,11333,12490
5199,12575,16789,6093,4261,13614
5200,9383,6497,10616,2671,12481
5201,1951,4373,15102,5854,12977
5202,10349,16324,2829,7452,16483
5203,12575,9289,3745,13493,2939
5204,13135,15799,16138,13614,15638
5205,12575,9289,3745,4261,2939
5206,13509,10282,11246,6268,16540
5207,13698,1048,4023,18,13570
5208,13963,3138,8126,1871,16321
5209,1833,16092,17028,2851,7119
5210,16254,13145,7147,14371,4279
5211,13625,12288,12558,7119,5282
5212,13317,628,608,5800,3660
5213,1986,4521,9146,8801,15442
5214,16234,14449,3964,16385,15321
5215,5253,629,12273,393,2841
5216,15478,9324,12197,1877,12361
5217,1951,4305,16019,4428,16487
5218,6386,6886,3138,7501,15867
5219,6386,3138,3809,7501,6590
5220,10010,10896,724,3532,704
5221,2851,5592,16027,5282,2778
5222,15482,12447,16830,7111,3217
5223,15372,11298,4318,3160,2220
5224,12004,7727,14822,16321,12109
5225,1951,4305,16019,4428,16487
5226,15888,16092,16385,13417,7119
5227,6386,3138,13955,6662,10377
5228,6386,16853,15100,3138,2022
5229,2253,10732,13833,2463,17460
5230,11121,9852,16655,4428,12686
5231,14716,9333,15478,4521,9654
5232,6386,3138,11333,184,12694
5233,7067,9881,3133,3809,14371
5234,12575,2939,16092,9661,10608
5235,3554,2353,4428,12686,11342
5236,3365,13509,3940,12942,3437
5237,13509,6268,10879,14514,5020
5238,3239,3244,3242,9679,10951
5239,16385,16328,13417,7765,16845
5240,9333,15478,1795,11756,9324
5241,16853,9193,5481,2253,16259
5242,6386,16963,3138,13577,17377
5243,15888,16092,16385,13417,7119
5244,5027,3763,148,5381,12360
5245,9193,16853,879,2454,8471
5246,830,12575,6386,2939,3138
5247,4475,15410,7614,15409,9014
5248,15951,232,3763,9680,148
5249,10430,5370,12639,3193,5282
5250,5027,16695,3763,148,5381
5251,6386,16092,11333,15674,5242
5252,2499,6386,4430,3138,11333
5253,5253,13193,12273,7564,15190
5254,6386,14732,6886,5442,3138
5255,17342,17377,9577,900,12288
5256,7555,11432,9261,7397,6463
5257,2530,3138,16676,1969,17323
5258,13957,13432,11663,7009,2851
5259,4430,11333,12694,15481,12212
5260,3809,1138,4428,6948,12686
5261,5114,16254,13145,4228,11298
5262,6386,3138,16172,16636,10377
5263,13882,9875,5027,12720,57
5264,5253,11974,12273,7564,15190
5265,3138,3763,8126,148,14973
5266,13963,6386,3138,8126,10377
5267,16642,9193,16853,8471,2454
5268,7067,14006,10250,7602,5573
5269,6386,15674,16257,5242,10377
5270,6386,6886,3138,7501,15053
5271,779,6386,3138,444,8126
5272,15951,232,15243,3763,148
5273,5344,4475,10430,5327,8787
5274,5344,7397,10430,5327,16330
5275,12795,5027,232,3763,11606
5276,5404,444,774,4075,11606
5277,6386,15100,3138,14251,10377
5278,6386,3138,2022,10377,9673
5279,900,7727,1127,16321,493
5280,4198,16092,10761,3513,13417
5281,5404,2499,779,13807,14973
5282,1833,10419,8665,16350,9204
5283,5370,5282,16026,15990,14407
5284,4475,11804,16673,10058,5327
5285,5027,15951,3763,3278,148
5286,13509,10808,696,13914,6268
5287,13509,17011,11121,8731,12803
5288,2434,5288,95,1808,14195
5289,8967,9615,15638,8042,4428
5290,8892,15799,9615,16138,15638
5291,13509,6268,6801,14514,5020
5292,8058,16789,11321,2530,12575
5293,14371,13088,15114,4595,6300
5294,890,12029,11206,12062,12754
5295,1951,12575,2939,4305,16019
5296,4943,13036,16110,8956,16962
5297,12575,13614,8449,6093,13135
5298,12573,14055,9383,10616,4847
5299,8380,15506,10114,1745,11387
5300,16138,4305,4772,1765,4428
5301,6386,17062,3138,12435,10377
5302,8892,15799,1951,11453,15638
5303,4564,1138,9147,1765,16418
5304,13295,3087,16350,6268,15997
5305,4154,11493,5398,5305,6452
5306,6386,12575,2939,3138,12996
5307,5253,13193,12273,7564,15190
5308,5253,12273,7564,14624,6074
5309,6386,13963,3763,8126,10377
5310,6888,17478,14449,3964,10122
5311,6386,3138,2022,15053,10377
5312,12441,8363,6814,5580,8577
5313,1833,11333,12490,8665,12558
5314,9660,11432,5759,1429,2903
5315,1833,2368,7120,15482,12620
5316,9660,11432,16092,11333,9267
5317,5481,15076,10122,16234,11650
5318,15888,16092,13417,7119,3903
5319,1951,306,2913,4305,3660
5320,13509,1102,6268,17034,14514
5321,16234,2368,16092,9577,3809
5322,16092,3138,12490,15674,5242
5323,14799,16536,586,5315,5355
5324,13591,9660,11432,7377,1784
5325,8944,12533,10676,5321,15763
5326,9660,1833,16092,12490,3752
5327,17273,4475,7516,7397,7557
5328,232,3763,148,5381,6584
5329,3245,9679,10430,10951,6821
5330,17342,17377,15053,10377,4428
5331,5027,11333,2032,12490,8665
5332,11096,6135,11333,12490,9362
5333,15474,9722,15070,3820,13282
5334,6386,3138,2022,16706,6662
5335,14654,15530,10250,2012,9920
5336,6135,11096,11333,12490,14822
5337,15258,5976,4093,12018,14527
5338,16234,6386,16092,9577,900
5339,13509,14751,6268,5282,14514
5340,15799,9615,8892,16138,11121
5341,14816,13892,4825,16784,15697
5342,16254,7147,10769,11298,14006
5343,15038,13988,3463,12299,13909
5344,4475,7514,8663,15526,3669
5345,1951,4305,16019,16487,10234
5346,8621,11333,12490,3763,14822
5347,1833,7111,3657,9899,7109
5348,5253,13193,12273,7564,15190
5349,6386,16853,3138,10377,9673
5350,14006,14371,9920,15797,7057
5351,8665,12288,12558,7119,15674
5352,16695,3607,11412,3278,14692
5353,1833,11333,12490,8665,12558
5354,13036,11269,17103,9250,1838
5355,6594,4506,4509,10886,5745
5356,13614,16853,9193,13135,16259
5357,1833,7111,3657,9899,7109
5358,16092,8063,13417,9661,3903
5359,13509,6268,9787,14514,1684
5360,997,10648,6616,10710,6298
5361,13295,9739,16350,9204,10502
5362,16138,15638,7049,4428,11825
5363,6386,9193,3138,10377,17457
5364,13145,3348,5573,5643,13088
5365,1191,5481,13688,520,9328
5366,16483,2829,10349,16324,7452
5367,16092,12490,15674,5242,2575
5368,10419,8107,3768,10951,16027
5369,15799,8892,16138,9615,15638
5370,8665,10430,6268,9204,10273
5371,14654,12647,15842,13570,16412
5372,13145,16264,10769,11298,14006
5373,10605,9324,9163,9146,15442
5374,13295,13509,16350,5282,11790
5375,11804,5253,13193,14624,6074
5376,1951,2939,4305,16019,16024
5377,16595,17061,11550,2375,4239
5378,5344,5592,7564,15190,13348
5379,5481,14006,9328,10621,7501
5380,13509,6268,14514,5020,5043
5381,15951,5027,3763,9680,3278
5382,4772,14136,12639,4428,12686
5383,5344,3792,5370,12639,14514
5384,11432,1833,9660,11333,14392
5385,9660,1833,16092,11333,12490
5386,10769,11298,14006,4318,2220
5387,13963,4867,8126,12252,16321
5388,16234,2368,16092,602,9577
5389,14881,9327,9890,4428,1944
5390,8665,12288,7119,3193,7371
5391,9193,16853,16695,8398,16259
5392,10014,6375,12698,8018,7564
5393,5404,3763,148,15632,5381
5394,9333,14716,4521,9324,14039
5395,16830,7397,5352,11412,5327
5396,15888,16092,16385,13417,7119
5397,13145,15372,11546,14371,2220
5398,17259,16031,3181,4239,6445
5399,1781,13509,7021,6268,15842
5400,5253,13193,12273,15190,2841
5401,6386,15053,16416,15674,5242
5402,3763,148,9287,11908,7393
5403,8838,16051,10769,11298,10606
5404,3763,148,15632,5381,7574
5405,15596,6386,3138,11076,3913
5406,16784,13892,15697,10555,11883
5407,15558,16784,16514,13289,290
5408,13084,12849,8191,12289,12277
5409,13244,3516,10352,5550,2675
5410,5253,7564,5600,6074,14551
5411,9730,15258,1243,17103,8956
5412,7049,13018,4428,8089,12686
5413,7067,7147,14006,4279,14371
5414,16234,2368,638,16092,9577
5415,13135,13614,17167,16013,14256
5416,709,16204,16234,9230,7989
5417,6386,4236,15674,5242,7727
5418,16092,3138,11333,15674,5242
5419,1951,15102,5854,813,9470
5420,1951,4373,15102,5854,3660
5421,13509,3300,6268,14514,5020
5422,10718,8693,479,8055,11876
5423,6386,16092,3138,15674,5242
5424,1951,12575,4305,16019,16487
5425,7021,1814,15842,9853,15774
5426,7021,1814,15842,9853,5425
5427,13614,9193,3890,15140,5391
5428,16234,2368,6886,16092,9577
5429,1951,12575,4305,16019,16487
5430,7152,581,13698,600,11179
5431,3193,12639,4428,12686,11342
5432,7152,2368,7113,10634,7117
5433,12490,15246,5252,12694,14506
5434,10896,608,10844,6268,1048
5435,7147,16254,9881,14371,4279
5436,6386,6886,3138,7501,6590
5437,9660,2036,11333,2032,12490
5438,14732,6386,6886,3138,7501
5439,4475,16673,7514,3836,10058
5440,4475,16673,10058,15526,3669
5441,6386,3138,11204,10377,1321
5442,6386,6886,329,3138,7501
5443,11227,10250,2220,1843,13384
5444,6386,3138,2199,10377,17457
5445,3138,11333,12490,15674,5242
5446,13509,6829,6268,14514,143
5447,4935,16125,12505,10196,13265
5448,11157,2332,6268,14514,8897
5449,13509,6268,14514,5020,8897
5450,15888,16092,16385,11453,13417
5451,5027,3763,9680,3278,148
5452,1781,13295,3300,7021,16350
5453,1951,4305,7501,3660,16019
5454,15931,7976,13453,9087,1838
5455,6386,3138,11367,10377,9673
5456,15674,5242,7727,14822,2617
5457,16853,9193,16259,14721,15140
5458,16234,14716,4521,16092,9577
5459,13193,12273,15190,2841,6074
5460,12273,7564,2841,14624,6074
5461,9333,6386,3138,16655,10377
5462,9881,7147,13145,15797,5573
5463,8892,15799,9615,16138,15638
5464,6386,16092,12490,15674,5242
5465,13193,12273,10566,1975,1990
5466,4943,1753,15258,1243,112
5467,7147,1795,15372,11471,10250
5468,16857,2771,3820,9526,2101
5469,9660,2036,11333,2032,12490
5470,3763,12694,12354,9673,14065
5471,7870,8042,4428,11342,12686
5472,17633,555,960,16303,6
5473,1833,7150,5716,6793,12490
5474,16254,7147,9881,13145,15372
5475,16069,5475,3467,11550,4935
5476,16125,11620,16031,15254,14768
5477,10769,14671,12008,7012,2101
5478,5253,12273,7564,15190,2841
5479,629,3763,393,148,9073
5480,14378,15715,5492,14716,5545
5481,10122,16234,1611,8380,15506
5482,8077,14413,17339,9931,16635
5483,1781,13509,7021,6268,15842
5484,10445,7021,4428,12686,11342
5485,1781,7021,8360,15636,6212
5486,1781,7021,6268,5282,15842
5487,5481,724,15372,16210,14006
5488,6386,3763,148,14973,16321
5489,3820,6829,2938,9212,8053
